time,x1,v1
10.82,-0.042698544899438445,-0.0901636933066629
10.84,-0.044377919303774035,-0.07771175604378555
10.86,-0.04580466383008243,-0.06491276690199599
10.88,-0.04697255079315869,-0.051837759711320645
10.9,-0.04787677737579683,-0.03855877084186951
10.92,-0.04851398654681743,-0.02514847257346582
10.94,-0.048882286390802984,-0.011679797364867558
10.96,-0.04898123591021543,0.001774446105642184
10.98,-0.048811825899597906,0.015141933691986994
11,-0.04837649608598228,0.028351208936672187
11.02,-0.04767911332968155,0.04133204914400451
11.04,-0.04672492056651197,0.054015783836120664
11.06,-0.04552059470176942,0.06633574107972776
11.08,-0.044074152535507595,0.07822753304176001
11.1,-0.042394560725812686,0.08962911564346865
11.12,-0.04049236012049713,0.10048167707336543
11.14,-0.03837916031608189,0.11072956374710567
11.16,-0.03606740602931939,0.12032020050565653
11.18,-0.03357087913093117,0.12920535368357036
11.2,-0.03090413739770033,0.13734045464262354
11.22,-0.028082475719173203,0.14468487252820825
11.24,-0.025122197745054333,0.15120306993883478
11.26,-0.02204007009978643,0.15686334108905847
11.28,-0.018853537501128618,0.16163911818638882
11.3,-0.015580555931197046,0.16550877206464018
11.32,-0.012239353871416253,0.16845506219673856
11.34,-0.008848580823512456,0.17046655074629902
11.36,-0.005426965369410189,0.17153609528497668
11.38,-0.001993394763248189,0.17166233782080997
11.4,0.0014332854252251254,0.170848800245837
11.42,0.004834361269005496,0.16910400027688036
11.44,0.008191314843839814,0.16644194091303938
11.46,0.011485992260103965,0.16288045958084427
11.48,0.014700644819967865,0.15844317193118962
11.5,0.017818021464438925,0.15315800157734133
11.52,0.02082148788568887,0.14705753582163006
11.54,0.023695110895798698,0.14017876853226263
11.56,0.026423718954572704,0.13256272695711915
11.58,0.028993027381956367,0.12425460860319021
11.6,0.03138964411192622,0.11530275893849162
11.62,0.033601236311598906,0.105759377101737
11.64,0.03561647824758136,0.09567923482872928
11.66,0.03742524909032602,0.08512020081977617
11.68,0.03901852253933803,0.0741423961709596
11.7,0.04038859154732109,0.06280821514364941
11.72,0.041528932147836956,0.05118171671398538
11.74,0.042434377375405855,0.03932851759448715
11.76,0.04310104959707251,0.02731517116498918
11.78,0.04352640927545879,0.015208870791826748
11.8,0.043709290629044426,0.0030771454364264626
11.82,0.04364982553527115,-0.00901277116735643
11.84,0.043349560287132105,-0.02099402528576624
11.86,0.042811280030215726,-0.03280066621322279
11.88,0.0420391823301293,-0.04436802056226884
11.9,0.041038629231998074,-0.05563284448619223
11.92,0.0398163483826523,-0.06653394884640086
11.94,0.038380147011183446,-0.07701230246222399
11.96,0.03673909982169664,-0.08701154286757672
11.98,0.034903294913343624,-0.09647819039121318
12,0.03288390744289729,-0.10536205661044235
12.02,0.030693065968806492,-0.11361640126042
12.04,0.028343784383994427,-0.12119825834633882
12.06,0.025849931301536525,-0.12806869579841046
12.08,0.023226062793453406,-0.1341927574100854
